epoch,loss,mae,val_loss,val_mae
0,0.01477127056568861,0.07518097013235092,0.04253746569156647,0.15610168874263763
1,0.01187022402882576,0.06641802936792374,0.03248140215873718,0.13695883750915527
2,0.010485228151082993,0.060890983790159225,0.03027770109474659,0.12788818776607513
3,0.009998169727623463,0.05786760151386261,0.026558199897408485,0.11999152600765228
4,0.009761425666511059,0.05541741102933884,0.023353515192866325,0.11183882504701614
5,0.009563274681568146,0.05386468395590782,0.02040017396211624,0.1066914051771164
6,0.009322731755673885,0.053203653544187546,0.02019605226814747,0.10458957403898239
7,0.009135181084275246,0.05252789705991745,0.016198046505451202,0.09092942625284195
8,0.00894519966095686,0.05087435618042946,0.01571367308497429,0.08660981059074402
9,0.00865262933075428,0.04986901953816414,0.01471311692148447,0.0821162685751915
10,0.008589616976678371,0.04938343167304993,0.013571991585195065,0.0791059359908104
11,0.008468101732432842,0.048376597464084625,0.01242731511592865,0.07507966458797455
12,0.008381818421185017,0.047750841826200485,0.01211736723780632,0.07333872467279434
13,0.008324126712977886,0.047202374786138535,0.011748435907065868,0.07308214902877808
14,0.008260690607130527,0.0466059185564518,0.011497581377625465,0.0715656578540802
15,0.008284240961074829,0.04647666960954666,0.011342456564307213,0.07018721848726273
16,0.008223863318562508,0.046208202838897705,0.011064793914556503,0.06914527714252472
17,0.008166342973709106,0.04596516489982605,0.010871910490095615,0.06778155267238617
18,0.00809095986187458,0.04530547931790352,0.010641989298164845,0.06708157062530518
19,0.008027820847928524,0.044884875416755676,0.010793116874992847,0.06802180409431458
20,0.008033685386180878,0.04492964595556259,0.01051294058561325,0.06600034981966019
21,0.007981877774000168,0.04444258287549019,0.010564509779214859,0.06651318818330765
22,0.008039743639528751,0.04455624893307686,0.010315471328794956,0.06423509865999222
23,0.007926843129098415,0.04404821991920471,0.010294131934642792,0.06445471197366714
24,0.007893411442637444,0.043824125081300735,0.01024787500500679,0.06286226212978363
25,0.007921624928712845,0.043768417090177536,0.010173795744776726,0.06286602467298508
26,0.007882613688707352,0.043413903564214706,0.010308410972356796,0.06420762836933136
27,0.007866675965487957,0.04335007071495056,0.010172143578529358,0.06409209966659546
28,0.0078175263479352,0.04327778518199921,0.01020110584795475,0.0639168992638588
29,0.007898193784058094,0.04342813417315483,0.010129398666322231,0.06231813132762909
30,0.007823302410542965,0.04303108900785446,0.010108832269906998,0.06180574372410774
31,0.007872020825743675,0.043026331812143326,0.010205508209764957,0.06202184036374092
32,0.007835584692656994,0.04288654029369354,0.010066032409667969,0.06279260665178299
33,0.007865620777010918,0.043193019926548004,0.010109085589647293,0.06472148001194
34,0.007856233045458794,0.04289039224386215,0.010203860700130463,0.06258528679609299
35,0.007810180075466633,0.04285792261362076,0.010200100019574165,0.06534790247678757
36,0.007742638234049082,0.04255332052707672,0.01006229780614376,0.06392912566661835
37,0.007708153687417507,0.042556945234537125,0.01024762261658907,0.06435607373714447
38,0.007697327062487602,0.04231611639261246,0.010265154764056206,0.06707004457712173
39,0.0076728579588234425,0.042166970670223236,0.010042754001915455,0.06346957385540009
40,0.007665553130209446,0.042304627597332,0.01037951186299324,0.06469983607530594
41,0.007605880498886108,0.04234299808740616,0.011206943541765213,0.06780596822500229
42,0.007773661985993385,0.04283195734024048,0.010413849726319313,0.06332758814096451
43,0.007746641989797354,0.04237362742424011,0.010492049157619476,0.06645745784044266
44,0.007942872121930122,0.04345425218343735,0.010987329296767712,0.07204150408506393
45,0.007805952336639166,0.043233878910541534,0.010351584292948246,0.06886748969554901
46,0.007768755313009024,0.04280056059360504,0.010592314414680004,0.06773111969232559
